user_id,age,height_cm,chest_cm,waist_cm,hips_cm,shoulder_cm,style_preference,occasion,recommended_outfit,gender
U1033,23,174,85,76,96,35,Party,School,Blazer + Trousers,Female
U0056,41,157,100,69,109,36,Sporty,Wedding,Suit,Female
U0338,5,100,71,63,59,29,Sporty,School,Shirt + Trousers,Kid-Female
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0288,5,144,61,68,60,30,Sporty,Wedding,Sweatshirt + Jeans,Kid-Female
U0269,5,119,58,60,62,26,Sporty,Office,T-shirt + Shorts,Kid-Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0270,42,173,105,91,96,43,Formal,Office,Blazer + Trousers,Male
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0655,20,124,74,63,74,32,Casual,School,Denim Jacket + Jeans,Female
U1055,21,161,94,80,97,39,Party,School,Blazer + Trousers,Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0842,5,132,71,53,68,29,Traditional,School,Shirt + Trousers,Kid-Female
U0231,21,178,94,77,91,48,Casual,Office,Denim Jacket + Jeans,Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0675,22,119,74,70,75,33,Formal,Function,T-shirt + Shorts,Female
U0154,18,159,87,80,98,35,Party,Wedding,Suit,Female
U0012,43,176,100,93,98,48,Traditional,Wedding,Suit,Male
U0318,56,177,94,99,92,48,Casual,Office,Denim Jacket + Jeans,Male
U1068,8,141,67,55,71,25,Casual,Office,Graphic Tee + Joggers,Kid-Female
U0159,36,177,106,94,99,41,Traditional,Function,Suit,Male
U0496,51,121,61,59,59,27,Formal,School,Sweatshirt + Jeans,Female
U1005,58,173,86,80,102,46,Traditional,School,Nehru Jacket + Kurta,Male
U0758,14,103,65,50,66,30,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0423,10,112,56,60,62,29,Party,Function,T-shirt + Shorts,Kid-Female
U1069,21,119,70,67,61,34,Ethnic,Party,Blazer + Trousers,Female
U0740,5,142,64,54,70,27,Casual,Function,Frock,Kid-Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0645,25,177,89,82,86,45,Party,Daily Wear,Denim Jacket + Jeans,Male
U0665,53,146,57,70,73,25,Party,Wedding,Suit,Male
U0846,32,186,96,95,91,45,Party,Daily Wear,Denim Jacket + Jeans,Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0582,48,126,73,67,66,26,Ethnic,Function,Kurta + Pajama,Female
U0734,6,105,61,58,68,31,Party,Wedding,Dungarees,Kid-Female
U1010,58,180,89,79,93,42,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0530,9,119,60,51,73,35,Formal,Daily Wear,Sweatshirt + Jeans,Kid-Female
U0807,8,122,68,66,73,35,Traditional,Daily Wear,Frock,Kid-Female
U0603,57,171,91,66,106,40,Formal,Function,Kurti + Leggings,Female
U0156,47,172,103,81,102,47,Ethnic,Function,Kurta + Pajama,Male
U0863,21,163,83,85,94,38,Traditional,Function,Lehenga,Female
U0427,7,147,68,51,66,33,Ethnic,Function,Dungarees,Kid-Female
U0334,20,151,80,85,92,43,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0338,5,100,71,63,59,29,Sporty,School,Shirt + Trousers,Kid-Female
U0063,51,110,75,69,61,34,Sporty,School,Frock,Female
U0217,57,154,95,73,89,36,Ethnic,Daily Wear,Denim Jacket + Jeans,Female
U0845,47,175,107,89,85,46,Traditional,Wedding,Suit,Male
U0752,58,160,82,82,107,45,Sporty,Party,Blazer + Trousers,Female
U1062,4,116,70,66,60,27,Ethnic,Function,Graphic Tee + Joggers,Kid-Female
U0138,3,133,63,62,64,30,Ethnic,Office,T-shirt + Shorts,Kid-Female
U0065,44,160,98,83,105,36,Traditional,Function,Top + Skirt,Female
U0877,45,155,80,85,94,37,Sporty,Function,Salwar Suit,Female
U0817,15,125,63,54,74,35,Sporty,School,Shirt + Trousers,Kid-Female
U0949,40,148,58,62,75,29,Formal,Party,Blazer + Trousers,Male
U0638,48,156,86,84,107,39,Party,School,Blazer + Trousers,Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0374,52,161,98,78,104,39,Party,Party,Blazer + Trousers,Female
U0188,52,174,94,84,98,45,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0148,41,166,95,94,100,43,Casual,School,Denim Jacket + Jeans,Male
U0149,4,146,69,70,73,33,Traditional,Function,Sweatshirt + Jeans,Kid-Female
U0616,21,157,85,66,107,42,Formal,Office,Blazer + Trousers,Female
U0563,29,166,99,89,99,45,Party,Office,Blazer + Trousers,Male
U0506,36,170,91,66,107,42,Casual,Office,Denim Jacket + Jeans,Female
U0522,3,109,61,58,75,28,Formal,Wedding,Frock,Kid-Female
U0574,49,180,89,91,98,40,Ethnic,Daily Wear,Denim Jacket + Jeans,Male
U1082,43,133,70,50,55,26,Party,School,Blazer + Trousers,Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0903,14,131,75,50,61,33,Sporty,School,Shirt + Trousers,Kid-Female
U0331,23,186,107,78,94,50,Casual,Function,Denim Jacket + Jeans,Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0387,30,163,94,100,89,47,Traditional,Party,Blazer + Trousers,Male
U0024,42,174,96,78,88,44,Formal,Office,Blazer + Trousers,Male
U0362,5,111,73,58,62,34,Ethnic,Party,T-shirt + Shorts,Kid-Female
U0758,14,103,65,50,66,30,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0329,43,181,90,84,88,45,Ethnic,Function,Kurta + Pajama,Male
U0280,14,112,57,70,57,25,Sporty,Party,Dungarees,Kid-Female
U1074,53,131,65,57,55,34,Traditional,Function,Floral Dress,Female
U0295,12,136,69,65,70,28,Casual,Daily Wear,Frock,Kid-Female
U0006,37,180,100,78,102,44,Casual,Function,Denim Jacket + Jeans,Male
U0010,47,187,96,76,103,44,Casual,School,Denim Jacket + Jeans,Male
U0498,16,138,57,53,70,31,Casual,Office,Dungarees,Kid-Female
U0280,14,112,57,70,57,25,Sporty,Party,Dungarees,Kid-Female
U0467,11,149,59,52,55,29,Ethnic,School,Shirt + Trousers,Kid-Female
U0725,4,103,67,68,73,29,Sporty,Wedding,Sweatshirt + Jeans,Kid-Female
U0086,40,171,98,72,106,37,Sporty,School,Lehenga,Female
U0728,6,100,75,61,59,27,Party,Party,Sweatshirt + Jeans,Kid-Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0526,57,118,63,62,72,33,Formal,Office,Blazer + Trousers,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0955,26,138,74,60,64,27,Sporty,Wedding,Suit,Female
U0015,12,150,71,61,72,28,Casual,Office,Sweatshirt + Jeans,Kid-Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0358,22,179,91,92,94,44,Casual,Function,Denim Jacket + Jeans,Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0908,18,164,91,91,86,45,Sporty,School,Shirt + Jeans,Male
U0705,58,151,83,70,89,43,Sporty,Office,Kurti + Leggings,Female
U0788,17,133,67,50,59,35,Sporty,Office,T-shirt + Shorts,Kid-Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0596,27,167,88,83,100,37,Ethnic,Function,Kurta + Pajama,Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0853,32,185,103,75,89,48,Ethnic,Party,Blazer + Trousers,Male
U1089,35,104,60,55,62,35,Party,Daily Wear,Denim Jacket + Jeans,Female
U0138,3,133,63,62,64,30,Ethnic,Office,T-shirt + Shorts,Kid-Female
U0758,14,103,65,50,66,30,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0990,60,188,98,90,94,45,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0357,13,115,70,66,55,25,Casual,Daily Wear,Frock,Kid-Female
U0276,20,138,64,60,64,35,Formal,Daily Wear,Denim Jacket + Jeans,Female
U1017,25,172,102,94,85,44,Ethnic,School,Denim Jacket + Jeans,Male
U0926,60,179,99,86,99,40,Ethnic,School,Shirt + Jeans,Male
U0691,6,141,65,51,59,27,Traditional,Function,T-shirt + Shorts,Kid-Female
U0288,5,144,61,68,60,30,Sporty,Wedding,Sweatshirt + Jeans,Kid-Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0609,52,171,90,76,107,41,Traditional,Office,Kurti + Leggings,Female
U0107,9,130,73,62,65,35,Sporty,Party,Dungarees,Kid-Female
U0648,20,166,96,97,95,43,Party,Party,Blazer + Trousers,Male
U0707,11,124,59,66,57,34,Ethnic,Daily Wear,T-shirt + Shorts,Kid-Female
U0375,58,179,89,98,89,41,Ethnic,Function,Kurta + Pajama,Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0216,35,160,106,83,97,50,Ethnic,Function,Kurta + Pajama,Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0654,58,160,95,71,91,45,Party,Wedding,Suit,Female
U0402,30,176,106,76,93,43,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0763,41,105,55,55,67,26,Ethnic,Function,Kurta + Pajama,Female
U1090,37,131,74,59,57,27,Traditional,Office,Hoodie + Track Pants,Female
U0758,14,103,65,50,66,30,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0036,29,186,89,99,85,46,Formal,School,Shirt + Jeans,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0555,53,106,56,64,65,30,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U0711,33,174,95,83,92,45,Traditional,School,Kurta + Pajama,Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0036,29,186,89,99,85,46,Formal,School,Shirt + Jeans,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0250,22,175,99,70,92,38,Casual,Function,Denim Jacket + Jeans,Female
U0400,17,136,66,59,71,25,Ethnic,Party,Frock,Kid-Female
U0004,49,166,85,70,102,41,Party,Party,Blazer + Trousers,Female
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U1078,25,102,56,67,71,30,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U0683,33,161,97,79,91,47,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0649,60,122,65,69,60,29,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0687,22,118,56,53,67,25,Party,Function,Blazer + Trousers,Female
U0505,55,138,60,54,59,32,Casual,Party,Denim Jacket + Jeans,Female
U0724,51,123,74,51,58,32,Party,Party,Blazer + Trousers,Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0867,18,188,92,86,103,43,Party,School,Blazer + Trousers,Male
U0839,28,106,68,57,64,25,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0512,49,152,95,70,107,37,Casual,Function,Denim Jacket + Jeans,Female
U0139,36,165,92,84,98,50,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0473,40,167,95,85,101,37,Party,Party,Blazer + Trousers,Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0288,5,144,61,68,60,30,Sporty,Wedding,Sweatshirt + Jeans,Kid-Female
U0691,6,141,65,51,59,27,Traditional,Function,T-shirt + Shorts,Kid-Female
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0400,17,136,66,59,71,25,Ethnic,Party,Frock,Kid-Female
U0484,11,137,63,67,62,34,Casual,Function,Frock,Kid-Female
U0801,28,150,62,69,55,30,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0514,39,166,99,67,91,38,Party,School,Blazer + Trousers,Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0734,6,105,61,58,68,31,Party,Wedding,Dungarees,Kid-Female
U0725,4,103,67,68,73,29,Sporty,Wedding,Sweatshirt + Jeans,Kid-Female
U0480,41,172,95,84,96,41,Formal,Party,Blazer + Trousers,Female
U0799,26,148,66,51,60,35,Party,Function,Blazer + Trousers,Female
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0597,33,126,70,60,67,26,Formal,School,Sweatshirt + Jeans,Female
U0015,12,150,71,61,72,28,Casual,Office,Sweatshirt + Jeans,Kid-Female
U0260,11,132,58,53,75,32,Party,Function,Sweatshirt + Jeans,Kid-Female
U0816,56,163,94,67,96,45,Casual,School,Denim Jacket + Jeans,Female
U0933,43,182,91,90,90,44,Traditional,Daily Wear,Denim Jacket + Jeans,Male
U0218,8,149,74,62,65,28,Party,Office,T-shirt + Shorts,Kid-Female
U0756,26,175,91,95,101,46,Casual,Daily Wear,Denim Jacket + Jeans,Male
U0565,8,110,72,59,75,34,Sporty,Office,Sweatshirt + Jeans,Kid-Female
U0837,23,102,62,60,60,30,Ethnic,Function,Kurta + Pajama,Male
U0669,21,170,99,85,87,40,Formal,Wedding,Suit,Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0395,23,167,105,80,99,47,Sporty,School,Blazer + Trousers,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0992,22,159,85,80,104,38,Formal,Party,Blazer + Trousers,Female
U0556,41,105,68,51,72,25,Formal,Function,Shirt + Trousers,Male
U0699,24,112,75,57,57,29,Casual,School,Denim Jacket + Jeans,Female
U0347,48,158,100,74,98,35,Party,Party,Blazer + Trousers,Female
U0321,30,151,92,81,96,44,Ethnic,Daily Wear,Denim Jacket + Jeans,Female
U1004,32,180,102,81,100,41,Traditional,Office,Nehru Jacket + Kurta,Male
U0806,5,102,58,68,73,35,Ethnic,Office,Sweatshirt + Jeans,Kid-Female
U0484,11,137,63,67,62,34,Casual,Function,Frock,Kid-Female
U0530,9,119,60,51,73,35,Formal,Daily Wear,Sweatshirt + Jeans,Kid-Female
U0359,42,156,86,68,103,45,Formal,Office,Blazer + Trousers,Female
U0662,7,103,61,55,72,26,Sporty,School,Shirt + Trousers,Kid-Female
U0275,56,101,60,68,62,26,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0291,50,110,75,55,74,27,Casual,Office,Denim Jacket + Jeans,Female
U0610,36,179,107,80,85,44,Traditional,Daily Wear,Denim Jacket + Jeans,Male
U0513,43,107,60,63,72,29,Casual,Party,Denim Jacket + Jeans,Female
U0740,5,142,64,54,70,27,Casual,Function,Frock,Kid-Female
U0924,47,144,56,54,58,31,Formal,Daily Wear,Denim Jacket + Jeans,Female
U0322,20,182,100,95,104,43,Sporty,Party,Blazer + Trousers,Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0716,49,171,85,69,108,44,Ethnic,Party,Blazer + Trousers,Female
U0435,54,114,74,64,58,30,Party,Party,Blazer + Trousers,Female
U0895,3,108,55,63,70,31,Casual,Daily Wear,Dungarees,Kid-Female
U0904,21,163,83,66,89,45,Party,Daily Wear,Denim Jacket + Jeans,Female
U1029,49,167,107,87,85,43,Ethnic,Daily Wear,Denim Jacket + Jeans,Male
U0579,35,187,88,76,89,43,Party,School,Blazer + Trousers,Male
U0427,7,147,68,51,66,33,Ethnic,Function,Dungarees,Kid-Female
U0467,11,149,59,52,55,29,Ethnic,School,Shirt + Trousers,Kid-Female
U0199,4,106,58,64,65,28,Traditional,Daily Wear,Dungarees,Kid-Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0241,38,124,59,60,58,28,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0980,54,152,98,76,109,39,Formal,School,Saree,Female
U0871,10,149,71,67,56,32,Sporty,Party,Sweatshirt + Jeans,Kid-Female
U0642,37,164,100,85,96,37,Casual,Function,Denim Jacket + Jeans,Female
U0018,16,129,62,70,63,28,Party,Wedding,T-shirt + Shorts,Kid-Female
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0728,6,100,75,61,59,27,Party,Party,Sweatshirt + Jeans,Kid-Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0806,5,102,58,68,73,35,Ethnic,Office,Sweatshirt + Jeans,Kid-Female
U0032,30,161,84,82,102,40,Casual,School,Denim Jacket + Jeans,Female
U0071,4,116,62,55,75,31,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0545,47,124,73,69,74,33,Party,Daily Wear,Denim Jacket + Jeans,Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0600,21,189,95,89,104,49,Casual,Office,Denim Jacket + Jeans,Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0575,38,189,96,88,98,43,Sporty,Office,T-shirt + Shorts,Male
U0444,54,180,104,98,89,41,Sporty,Function,Kurta + Pajama,Male
U1072,32,126,69,62,69,34,Formal,School,Floral Dress,Female
U0771,15,123,72,52,72,28,Ethnic,Wedding,Frock,Kid-Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0883,41,164,87,77,108,45,Party,School,Blazer + Trousers,Female
U1018,25,183,110,95,101,43,Formal,School,Denim Jacket + Jeans,Male
U0386,37,119,74,67,71,29,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0696,49,174,102,77,97,44,Traditional,Wedding,Suit,Male
U0866,56,180,97,97,96,46,Formal,Party,Blazer + Trousers,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0348,26,177,97,81,101,43,Party,Wedding,Suit,Male
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U1084,10,120,56,67,73,33,Formal,Party,Hoodie + Track Pants,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0231,21,178,94,77,91,48,Casual,Office,Denim Jacket + Jeans,Male
U0588,57,181,93,89,87,50,Sporty,Function,Suit,Male
U0282,27,177,93,78,89,50,Sporty,Wedding,Suit,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0773,31,177,109,78,104,46,Formal,Office,Blazer + Trousers,Male
U0734,6,105,61,58,68,31,Party,Wedding,Dungarees,Kid-Female
U0015,12,150,71,61,72,28,Casual,Office,Sweatshirt + Jeans,Kid-Female
U0150,37,186,89,85,96,40,Traditional,Office,Blazer + Trousers,Male
U0295,12,136,69,65,70,28,Casual,Daily Wear,Frock,Kid-Female
U0722,29,180,108,93,96,42,Ethnic,Wedding,Suit,Male
U0069,20,144,58,68,59,30,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0515,39,119,67,54,75,33,Casual,Function,Denim Jacket + Jeans,Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0814,9,126,61,56,69,26,Ethnic,Office,T-shirt + Shorts,Kid-Female
U0171,51,109,67,63,60,31,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0485,46,178,86,98,94,40,Party,Daily Wear,Denim Jacket + Jeans,Male
U0185,42,160,80,77,85,40,Sporty,Party,Blazer + Trousers,Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0937,51,102,57,63,64,31,Sporty,Wedding,Suit,Female
U0878,43,190,102,86,103,49,Traditional,Wedding,Suit,Male
U1083,8,134,71,59,75,28,Sporty,Daily Wear,Hoodie + Track Pants,Kid-Female
U0471,39,185,87,75,85,47,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0600,21,189,95,89,104,49,Casual,Office,Denim Jacket + Jeans,Male
U0651,29,188,99,100,101,40,Ethnic,School,Track Pants + Hoodie,Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0331,23,186,107,78,94,50,Casual,Function,Denim Jacket + Jeans,Male
U0421,40,160,98,80,94,47,Ethnic,Wedding,Suit,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0936,13,128,59,50,59,27,Ethnic,Daily Wear,Dungarees,Kid-Female
U0119,52,151,94,72,85,42,Ethnic,School,Top + Skirt,Female
U0940,58,102,68,70,62,32,Party,Function,Blazer + Trousers,Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0320,43,180,88,92,95,48,Traditional,Wedding,Suit,Male
U0912,35,150,65,54,55,34,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U0491,40,149,71,67,62,25,Formal,School,Shirt + Trousers,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0957,29,167,84,76,88,42,Sporty,Wedding,Suit,Female
U0623,57,179,106,83,89,49,Formal,Wedding,Suit,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0690,37,137,67,69,74,26,Casual,Party,Denim Jacket + Jeans,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0034,54,143,63,68,73,27,Traditional,School,Shirt + Trousers,Male
U0530,9,119,60,51,73,35,Formal,Daily Wear,Sweatshirt + Jeans,Kid-Female
U0482,23,178,101,84,102,48,Traditional,Office,Shirt + Jeans,Male
U0303,29,177,95,98,99,42,Formal,Function,Track Pants + Hoodie,Male
U0131,56,179,105,92,99,44,Ethnic,Wedding,Suit,Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0598,38,139,60,61,65,35,Traditional,School,Frock,Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0778,51,168,92,83,106,35,Formal,Daily Wear,Denim Jacket + Jeans,Female
U0830,4,102,58,58,67,33,Sporty,Office,T-shirt + Shorts,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0728,6,100,75,61,59,27,Party,Party,Sweatshirt + Jeans,Kid-Female
U0044,37,174,104,76,100,44,Sporty,Party,Blazer + Trousers,Male
U0107,9,130,73,62,65,35,Sporty,Party,Dungarees,Kid-Female
U0734,6,105,61,58,68,31,Party,Wedding,Dungarees,Kid-Female
U0381,46,174,100,94,89,49,Formal,Office,Blazer + Trousers,Male
U0657,21,183,90,76,99,45,Casual,Office,Denim Jacket + Jeans,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0272,56,128,61,50,65,33,Ethnic,School,Frock,Female
U0018,16,129,62,70,63,28,Party,Wedding,T-shirt + Shorts,Kid-Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0484,11,137,63,67,62,34,Casual,Function,Frock,Kid-Female
U0691,6,141,65,51,59,27,Traditional,Function,T-shirt + Shorts,Kid-Female
U0610,36,179,107,80,85,44,Traditional,Daily Wear,Denim Jacket + Jeans,Male
U0482,23,178,101,84,102,48,Traditional,Office,Shirt + Jeans,Male
U0326,21,120,75,54,57,33,Ethnic,Daily Wear,Denim Jacket + Jeans,Male
U0484,11,137,63,67,62,34,Casual,Function,Frock,Kid-Female
U0302,29,171,88,85,104,48,Traditional,Function,Kurta + Pajama,Male
U0656,6,101,55,70,55,25,Formal,Function,Dungarees,Kid-Female
U0539,9,134,70,67,75,29,Traditional,Wedding,Frock,Kid-Female
U0851,24,168,85,98,94,43,Sporty,Wedding,Suit,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0656,6,101,55,70,55,25,Formal,Function,Dungarees,Kid-Female
U0315,52,173,81,71,89,38,Ethnic,School,Salwar Suit,Female
U0423,10,112,56,60,62,29,Party,Function,T-shirt + Shorts,Kid-Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0051,46,165,94,71,89,38,Formal,Office,Blazer + Trousers,Female
U0054,13,143,58,63,63,33,Ethnic,School,Shirt + Trousers,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0149,4,146,69,70,73,33,Traditional,Function,Sweatshirt + Jeans,Kid-Female
U0054,13,143,58,63,63,33,Ethnic,School,Shirt + Trousers,Kid-Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0231,21,178,94,77,91,48,Casual,Office,Denim Jacket + Jeans,Male
U0067,56,151,83,74,90,44,Casual,Office,Denim Jacket + Jeans,Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0530,9,119,60,51,73,35,Formal,Daily Wear,Sweatshirt + Jeans,Kid-Female
